ID,text,label
49PCEG5,a79ar ma fama fil a3lam,0
IQ6UD06,Mela sel3a 3zouza 5arfa tfouuu 3la hal mandher,0
F02A82K,مناش متربين ربي روحك قبل جاي تسيب في عسولك  علينا  😂إنتي أمسط واحد في العالم 😅😅😅😅😅😅😅😅😅😅,0
0XJ7ECQ,ما شاء الله,1
VUNY318,عزيزة بولبيار حايرة في عجب ربي درويش ومصطك ,0
FOF6BDG,"catastrophe meskina""",0
7SEAEYH,البلادة فن وهو يتقن هذا الفن,0
WLNX2TT,Brevooo,1
F9FJDLN,ammmm selfi  ma7lh,1
LYB4E31,Ma7leha ama ken tsaker chwaya chbebik ili 3and.ha c tt,0
FJKIZQW,مستويات منحطة,0
ZL0S7F0,Ja3four bon courage rak 3sal denya dima lgodam,1
ZLLRQV0,بصراحة العيب موش فيه العيب في اعلام العار الي مستدعيه.,0
Y3M6FJK,kafon ya 8oul wassil ou  rabi i3ink yal5ou  Kafon <3,1
0CXSUY4,Maset laset,0
O11UG9R,Chapo walid m3alim,1
GFIB5Q2,Bravooooooooooooo Mr le Ministre,1
W9DFFSC,a7la zina w a7la gasriniya,1
NHQLON1,Zin el zin :*,1
80Q5ZS1,M3alem wallah jawek fil la3rouset wa7dou,1
HS5CTKR,وله محلاهم هاك الأيمات.ومحلاها لمت العايلة.و خطاب عالباب.البشر ديمة يحن للقديم,1
MSF9MXT,Cheikh Allah ibareklek,1
AN0V3N7,ملة قعر,0
VQJUI4L,Maaasit laaasit,0
CPUF49M,برافو عليك يا وليد ياولد الغالية,1
YMD6CJ7,الملامة مش عليه الملامة علي يعيطلو سي مقداد . مثال للثرثرة و الهروب بالموضوع و سوء المنطق امنيتي كلامي يتحطلو بلاكة قدامو,0
R44BYO0,M3allem y'a walide allah y5alik .baredli ala galbi,1
GE2RAXH,نجلاء تعجبني برشة كشخصية,1
K7R4JU0,maset laset,0
TIXI52V,اعوذ بالله منك يا حقيرة انا ما نعرفكش و ياريتني ما عرفتك..  تحكي على اساس انك مبدعة و تتكلم على لسان المراة التونسية.. ماتشرفناش لا  كامراة،و لا كمبدعة انت عار على تونس .. الله يسترنا..  الاندلسي قال الحق و هذاك المبدع بالفعل و مثقف اما انت مسكينة,0
CFJM07F,Pfffffff mallà kadheb,0
Z5G0VS4,وزير الهانة و رقاد الجبانة العشي اللي ما يحبش يتسلم دار مهدي مليكة ملك الدولة هذا حاميها طلع حراميها,0
BSRD4QT,chid imchoumik layji machwim ....,0
PLLSSIE,هذيكا المعلمة أنا نموت علها ونتمنی نحضرلها في مسرحية,1
V7O29PI,wallahi 3ib eli ta3melou fih zouze erjel edahkou fil ness 3alikom malla torbiya 3anna wallat fi tounnes la techedha la mel metakef walla mel mowaten el 3adi wallahi chay assef,0
J0TAJ7E,تعملو مزييا معش تجيبوهولنا هال السنبل اغا ..يطلع لعصب ..حاسب روحو  حاجة و هو ولله لا يجي شيييي .,0
WW5174D,rabi ynoub,0
7HNAPS2,برااااااااااااااااااااااااااااافوووووووووووووووووووو تفتق موش نورمال,1
8R2A1QS,يا وليد يعطيك ألف صحة الي لازم يتقال قلتو كفيت و وافيت برافو,1
NRCEBAG,Nakerhou,0
EGS7YTV,قدّاش تافه تافه تافه مسطلها بالتفاهة وقلّة الحياء,0
B4ZZ2VK,Barcha 5maaaj mouch barcha hob,0
UFH2FFM,تكلم كلام واقعي وفي مثل هذه الحالات مايلزمش الواحد يتنازل على مبادئه لإرضاء البعض برافووو وليد,1
SLGKBIL,تلافز شادينها الرهوط تفوه,0
T2H2CGP,ممثلة كبيرة...,1
MHQPCS3,اعوذ بالله من ها الرهوط,0
49THGRR,بارشة افساد الحمد الله فسختها عندي مدة من الرسيفير,0
IX8TYF4,ma7lekom bravo,1
NT2OMWJ,يا مععععععععلم يا جعفور ملا إنت !!!!!,1
6DGFI1C,Pffffff skenti fi elhiwar tounsi,0
Z0Z20ZO,نكرها على خترها تشبه لطفلة رخيسة نعرفها,0
QED4DO1,Ma5yebk,0
6IANYCA,ربي يعينك يا صطوفة,1
84CKHQU,ماسط  لاسط  و تافه,0
97XRO3O,M3alem,1
J364KZX,Machallah 3liha bakitni wallah,1
GSU2FEQ,masta masta masta wjouh el lou7,0
LXLNQ3I,a9wa la9taaaaa bravo wlh  nestana fel 7al9a ejeya bd9i9a wdraj,1
U5IG796,Behia,1
ECJAJEY,Mahlek wajiha je t'aime,1
MMVKF8V,Mas9etha!,0
GCVB8ML,"الله يشفيها ويطول بعمرها ويخليها لوالديها , وتحية للسيد علاء على هذا البرنامج الأنساني الرائع",1
2O0QXJM,ياسر ممتازة و ممثلة أكثر من رائعة! !!!!! ! !!!!!!!!!!!,1
W8HX3B4,Bravo 3rafet cheniya tejawebhom,1
9TS145H,ENA nakrahaa,0
IWVUFMZ,كله مناظرمقلبه,0
EB5JKFL,bravo ناجي جلول,1
8HA9GMU,مخيبو مخيب وجهو هالاحول,0
RY82HBH,زبابيل,0
LMMT1J6,مقداد السهيلي كم هائل من المساطة الفنية والفرينة السياسية...,0
ZWQBZUC,لطفي العبدلي ... فخامة الإسم تكفي,1
Y8VE81S,Ya Sii  Mo9Dad  SayeeB  Erajeel  Ye5dm  3ala  Ro7ou  <3  Walla Ala yenj7 yelzmk  Twa9Fou  W  Mat5aliichi     Dallagi  Men a7sen El  Faniine  <3,1
2SUC6TD,bourjolya m3alemmm we rajel bi atem ma3na el kelima we wa9ftou m3a bouh akbere dalil,1
MTS64KC,Wahdeeeek,1
9N4C4SX,..حلقة متميزية  جدا,1
4C7XXSL,نوفل وحدو,1
XBG600E,ما شاء الله,1
KJU8462,fdhaya7 fi romdhan mala 7ala tfiiiiih 3likom,0
VD86AA2,ماسط لاسط,0
DWNSC4Z,3sall bou zink,1
H79QFQ3,جاهل,0
ESD4990,موش متع راب ... الراب خاطيه ..,0
PLPPRE2,الشيب و العيب يا حيفة,0
GR8YW8I,Thbel ena 3jbtni,1
9SFT6YD,رانا نحبوك بزاف فالجزائر.سياسي محنك معتدل.ربي اكون معاك,1
KSJJJL3,بلطي راك معلم,1
7681ZW6,ماسط وقليل تربية.. ومدافع عن النهضة وفترة الترويكة.. تفيييييييييييييييييييييه,0
P5HOLS4,enti raki fanena wte3jbi enas wenas t7ebek rabi ya7fdek,1
EDTLHN0,echi5 el kalb,0
SWHS5QS,Bien wasel,1
3ZHSOKY,Maset,0
581C9TM,Maaaaaaaaaasettttt amset ma5lou9,0
U4HC43B,Mssat !,0
6VCJIWT,أمنة فاخر نشالا باتوفيق .ومحلاك,1
DG5Y7F9,جعفر ممثل بارز في المجتمع ربي يوفقه,1
Q2VM178,Bravoooo neji jaloul,1
RXA9RTT,Bravo,1
9O480SN,راك توجع القلب ولله :'(,0
DSK1IDQ,سيتكوم عالمي...💖💖💖,1
WRHFPP1,افففف توقيت الفطور بالظبط خسارة,0
UJIT9WM,ياسر ماسط يا مقداد  نحب نعرف شكون لي عينوا نقيب للفنانين بلاهي,0
Q5WGZ0M,Thaaaabel w math5emha w mo7tarma w bkolha ser w kamouun ♡♡♡,1
M6YP9L9,yesser ma7leeeha mais dawr 5raj 3la laila 5ir,1
TYA8SJ6,Ta7on :*,0
23R6WKF,هاكا الحب ... انشاء الله ربي يحلها في وجهك يا لطفي ... رانا نحبوك,1
0CXQDXZ,"تعجبني ..""",1
7IRVEDD,ui te3jebni barchaaa,1
G9AZY0V,هذا ارهابي يساري و لازم يتحاكم كيف الدواعش ما فم حتي فرق بيناتهم 2 متطرفين,0
I5O8FVU,Amine mwaher ama mouche qui naoufel 3sal,1
6QMSRFN,ملا حالة قحب حتي في شهر رمضان لا حولة ولا قوة إلا بالله سمحوني علي كلام لازوني,0
5K5QREI,Matfhek enti wbentek pffffffffff mla hala fik,0
NHS3XL7,Mallla chlaka..,0
KE91CJP,Ya haja rak mastaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0
O1NXHI4,مكشر متغشش مافهمتوش لينات كحل بصراحة ماسط,0
0G0ZJNX,malla wahra w malla klém ! maallém sahby !,1
76CX3U5,اصلا قمة العار باش يحكيو فى هذا الموضوع.......,0
M4T2X7L,Hhhhhh 7lowa barcha,1
57Y54BC,Baba lamiin entii domarek kbiir wma3adech dahek waliit antika,0
OLA64NG,انا بصراحة الفنان هذا ما هضمتوشي بالكل ' ملي ريتو في التلفزة كرهت الفن بصفة عامة مازال كان البهيم حاشاكم ما غناش اهه يا تونس بالحق هرمت و كبرت و عزعزت وجبت 'كافون '',0
FG3VDKC,الشيب و العيب يعطيها طرشيقة في رأسها عزوزة كبة محرومة مسكينة,0
9BSMWOX,Masetin lkol 😠,0
Q2QY4NS,جمالك ❤,1
J3GJEXA,يعطيك الصحّه برسمي عجبني موقفك,1
9I3M6KQ,واصل معلم <3,1
EQXWLQH,يا خويا أمسط منك ما راتش عيني 😒😒,0
U87BJRL,BRAVOOOO LILLA,1
56JJ95S,Ja3four yasr tahoun,1
8OORCAP,حيوان في حديقة الحيوانات خوار التونسي,0
L21PU5S,ملا ماسط عامل فيها شيخ ورع وهوا ما يشم فيها شي لا فن ولا تربية. برا شد سبحة خيرلك وانت ساق في البر وساق في القبر,0
30PKP6P,"توفيق الغربي عار عار على الثقافة وعلى القناة
وزير موش موتربي و زاد عليه اعﻻم العارنفخل كيرشو احمد الرحموني له تاريخ هههههههه
نهضاوي كلب. كرهنا في البرنامج
مايعرش يحكي و مايحترمش الناس الي تحكي ... ياسر يعمل في بلنجوات ... ويني مايا ... رجعولنا مايا ... الانسان هذا عصارة متع ادمغة فارغة و سطحي .. و نهضاوي .
malla 9a7ba
TAw hadha fanen
شيء ياسف،برنامج منحط،سؤال تافه من لطفي العماري..مفهمتش وين تفرج على متنقبة تشطح ولا تغني!!!؟
tfouuhhhhhh alik ya irhebi
😈👎 maset
انسان ماسط وفارغ وانتهازي
manell  ya 9a7ba
ياااااسر سطحي وماسط و تافه حاصيلو شئ ما جاء
علي خاطرو كلب يخدم في قنات الماخور التونسي سلم علي إعلام الحجامة وقلو الشعب فائق بيكم😆
Mela miboun
كيما قال شكسبير:راك ماسط راك لاسط راك سلعة كلخة ما تشيخش الراسط
5arref
شبه انسان مقزز و مقرف،
ma5ybou
لُكزة أكثر منّك !!
Tfouh 3likom elkol ya emasi5 erahmouni arjal mikom
Houwa el7a9 masit
Masta
كلبة
Y nari 3li y tounes
mamstoooo
Bayrem lmasset last
Mamstou . Dali nahdi 2
حسبي الله ونعم الوكيل ما فسدتو أخلاق الناس كان انتم تحبو حرية الصحافة بالانحطاط الأخلاقي
mahboula bbbbbbbbbbbbbassseeeeeeeee
Amset mousalseel fel aalem ✌✌
النفاق 
Massat barcha nsibti laaziza
Damou rzin baaaarcha 9adech bhim
ياسيدي القاضي قلة الحياء هي اسبلاه الشعب و عدم الحكم بالعدل
يكب سعدك و سعد الي يتبعوك و سعد الي ما يقولش سعدك  ؟؟الله لا ترحملكم عظم يا اولاد  العار ؟؟ والله ما عندي القناة جملة اما معروفة ما تجيب كان المزرس في الخمج و خوه ؟؟
MALLA  CHLEIK
الله يهدي  يا شيخ تحيفة الشيب و العيب كرمك الله .
بلاصتو في الحبس
الحق موش فيها الحق في اللي يطرح في ها المواضيع واللي استدعاها نعتبره من قوم لوط والتافه تافه .انا ماتفرجت في البرنامج وحسب ما قريت من الكومانتارات السابقة نقول هذي ما تممثلش المرا التونسية ولا شئ
Tfouuuu
Bravoooo
تفوه على هالمناظر المقلبة
ma5yeb rasoo :3
T3jebni DJ
Ma5yibha welet yesir smina
مغرووور!!
Ba9la liha w lik
Sle3 zbelaa
زباله
bsaraha ma3jbtnich esna
malla mostawayet .........fadhyiiin chghoul
عزا فيك وفي أمك إلي معرفتش تربيك إنتي وخوك، كل مرة تمدو وجوهكم وتكلاشو في لطفي قلشعليكم من عائلة ملكية فيق على روحك إنتي وخوك أمك فنانة لا مشت لا جيت و بوك كلون وإنتي وخوك أتفه منكم مفماش...ملا منظر على صباح
Mamsstou
ma5yabha dam3tek y Badr :'(
Mastaaaaaaa
Pffff mamstou
Masta
بااااا رشا تموسيط وتجبد في فريق اكبر منك.  تي سقف داركم يتيح ولافريقي متا تيحش.
Zibla w maskha tfouu aliha
ya manel ya 3mara rak 5ra brabi 9oli ghneyet fihomchi juste un refrain yasla7walla fih sens. banaaaaaaaaaaaaaaaaaaaale pffffff
أسقط وأتفه وأغبى طحان وقواد وصباب ومريييييييييض في البﻻد... زاااايد الحجرة ماتذوب والم.... مايتوب.
عيب
Tfouh 3lik ya tons  ya blad lfesk nasitom anakom mosslimoun w la3an allh allmofsidin fik 7acha ba3dh allmosli7in ...
masset .on ve naoufel
ماعجبها شىء راسها في سما حتى راجلها قريب نكرت فيه كل حد و قلبو
مهواش متاع رمضان المسلسل هذا بصراحة شي يأسف هذا شهر فضيل شهر توبة ورحوع لربي مش شهر عرا و قلة حيا 😒
امسخين الكلهم
منحبوش ماسط وقبيح ويحترم حتى حد وموش متربي وعندوش اخلاق جله
Mamsitha matji 7atchay
تبا للحرية إن كانت هكذا ...لايزي يعملو الفحشاء وزيد يطلبو في حقوق ... عن أي حرية تتكلمون ... و لاخر يحكيلي عل الحظارة الإغريقية ... شكر خاص للشيخ الذي قام بالرد الصحيح دينيا و علميا  و لوليد التونسي لأنه الوحيد اللذي يمثل التونسي من حيث المواقف و ردود الأفعال ....هذه ليست حرية بل إنها إعتداء على قيمنا الدينية و الأخلاقية و إعتداء على شعب و أختمها بتبا للحرية إن كانت كذلك.
بصراحة الغناية متاع نجلاء تافهة وموش مفهومة اصلا اما لبستها برشا ناس موش فى الفن ويلبسو كيفهاوعادى عندهم كلمات الغناية زبلة على حالها وربى يهدى
MALA ZABALA
هو انسان تافه
بصراحه عيب عيب ياشيخ .. قد ما كنت معاك في كلامك اما عيب تقول كلام هكا على بنت الناس حتى كاني خايبه.. راك عندك بنات .. بصراحه شي يحشم قاعده مع خواتي و بابا .. الله يهدي
Masta... w 0 tamthil
Adna moustawa andhoum
ماسط ...",0
US37BBE,Yhabel raw3a,1
Q946D8L,برى يعطيكم وهف أتعلمو في شباب في الفساد,0
6UHNWAI,lotfi ya m3alim tbarkalah 3lik,1
Z9S799K,Tefou a3lki w 3alhi,0
HE9VER1,يهبل,1
NEXLLGG,قناة الخنار للتونسي والله كان ايحلوها قدام حيوان ما يندبهم .ايجبلك موضوع لواط وبعدها ايقولك الارهاب منين .الشفاعة يا رسول الله .اقسم بالله شي نطق .ياامة ضحكت من جهلها الأمم,0
HVX3NY4,بففففففففف ما هذا الكائن الفضائي ???,0
LCSD5OP,7al9a fachila,0
S115R91,انا بنسبة لي مروى هى تفلة او بالاحر مرا تونسية مزيانة و عندها خبرا برشا انا نشجعها و نقوللها واصل,1
069N8IL,معلم ........ربي اعينو,1
NYVHE4C,مسلسل روعة اختكم من الجزاءر,1
MH1HG93,Jaloul sidhom zeyd,1
IAWQ1XH,Ena bsaraha ydahakni lotfi,1
I3XL2J7,معلم,1
RXIIX00,ti3jibni...,1
U82MULX,برافو..كلامك عجبني,1
DTYY6PW,مغروره,0
N09LHU8,Ma3azzouu,1
KKTRSZO,3ejbetni el song aman n7eb 3liha,1
I8BTHKU,karim  massat  lasat,0
QSPD5R5,bsara7a edha7ek wtfarhid m3ak ya ja3four wbelahi raj3elna barnemej chrik la3mor,1
D0SOEDE,حلوة برشا حلقة الليلة,1
04HAGCW,Behya,1
J4WY76J,لطفي العبدلي اجمل فكاهي في تونس ربي معاك,1
GOG0V7Q,عصب ليكم او للباجى امتاعكم,0
F9TMEG1,ربي يشفيه,0
TUBU476,Ya3tik essaha 3ala citkom,1
TGMPML8,جعفور هبلهم بالروج 😆,1
YAEH0CX,نحن نعشق الحوار التونسي,1
X5RRKG0,وين ماشي عريت اتونسه يارخيص رهم ابنا بلادك وين رجوليتك وغيريتك علي اصغار بلادك,0
Y19M4X0,Ya3tiha essa7a iyeser 7lowa,1
FZQ6UCK,"فوزي انسان يخاف ربي و باهي
Mala 5maj
Feryell graja tfih
مرجتونا بواحد ما يستاهلش التلفزة ًديما يتيتمً
pfffffffffffffff 9adeh nakerhou hal masset
Fesed w ro9rtou s7i7a
مقاطعينكم يا طحانة
Maset
مارك لا منظر لا مخ خامجة برا مع فيمن تصلح بيك
ساقط
Amsat mennou ma famech awel marra nbadel w ma netfarrej fi klem ennes mal9itou chkoun tjibou ouuuuh math9al ri7ou
Akid bech tatl3 fejra kif boha e5mj wa7d fi tounes
msat programme  méja chay dima rej3in leteli 9admou l9odem chwaya
وجوهكم، وجوه الدعارة
ii   jeffel el beheyem
ماسط ياسر بلاصتو في بوابت عبدالله قش يستقبل الحرفاء
أمسط مخلوق علي وجه الكورة الأرضية و ما جاورها
زوز جبورة مايسواوس دورو....كي لطفي الترتة...ووليد ولد الجبري
Masset masset masset lasset w mouch motrobi h a t a ... Taref
العنكبوتة المجرتلة تفييييه
دور هذا و مرت بيرم متاع دبي ههه لا علاقة و فسدوها بالطمع ...
مبسلو ماسط
9o7eb
مش متربي
amset menha méféméche
حيوان مفترس
Mamstou 😵🔫
ممصتو ياسر لاعب فاها فاهم كل شي
,,يكب سعدك وسعد إللي حطك
عيب عليه ما يجيش نضحكو على حد مش قاري ما حبيتهاش منو وكا لطفي بجاه ربي علاه جايبينو ماسط لاسط
لم تكن ممتعا ولا جريء بل متحاملا على شق من ضيوفك أسئلتك تافهة وادارتك للحوار فضحت لعبتك
Mala maaaarekkk hhhh ma5ibou
رخييييييييس
ka3ba la wbsaraha maset 3alekher wma3atech bech netfarej faha !!!!!!!
masta
Malla masssakh hetha
ماسط لاسط
ليس بهذا المستوى المتدني تصنع الحضارة وليس بهذه البذاءة يولد الإبداع #قذارة  #قشور 
والله ربي سبحانو لا يضلم وهو ها الجرذ حيوان اسمو على جسمو شراكة شلاكة نهضاوي كلب
راااك ماسط راااك لاصط
معجبتنيش لقطة بيرم وهو اعيط على امو الحق ماسطة
قليل حياء وعديم التربية بأتم معنى الكلمة وجميع تصرفات النذالة عملها والي يزيد ينرفز سكوت أمينة عليه
قداش المسلسل فيه تطييح قدر البنات و قداش حكاية ركيكة و مبتذلة و الي يدهش اكثر قداش جايب نسب مشاهدة!!!! المسلسل ولا كي ما فيهوش ولد حرام على الاقل ما فيهوش نكهة ...الحكايات هاذوما كنا نسمعوا بيهم كان في المسلسلات المكسيكية
Masta lasta
جاهلة
بدا الطحين ليل الباجي بطريقة غير مباشرة
الله لا تربحك يا قناة المخور تفووو عليك واحد واحد
Miskin nat9ouh ilkawereth illi 9odemo
klaaaaaaaaaaaaaaaaaaaaaaab zeyed
ah ya kleb
Tfeeh 3alik kif zebla kifek tatla3 fi tv
manadher m9alba .. Pfff
تففففففووووووووو عليكم واحد واحد .
5iiiiiiiiiit 9ad machoftt ness nawe3 hedha 3omri la ritou th9iiillll masset bhim maya3rach ine9ch uufffffff
فدينا من نهضة ديما كلام و فعل ربي جيبو
mala mandher
زبلة من العال
التمثيل فاشل و في الكلام فاشل و الحوارات فاشل و في كل شيء فاشل
mla 97ba 5555555
Ma5yebha INES elyoum
واحد رخيص و يحب كان الرخص
ma5yeb rassou mahouch mta3 animation
حسان من الجزائر.هناك مثل يقول.الشيب والعيب.اغسل بماء زمزم .وادخل في الاسلام.يا عدو اله.تفووووو
سخيييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييف
مسلسل قلة الحياء والتربية  ورسالة قذرة تبعث الى المشاهد . عادة في رمضان تبث مسلسلات دينية مسلسلات تاريخية  مسلسلات الابطال والشرفاء وليس مسلسلات البانديا والهمل والجراثيم  والزوفرة . اتقو الله في خلقه * المشاهد* حسنو مواضعكم واخلاقكم  وذوقكم حتي يصل الى المشاهد فتكونو اديتم رسالتكم الصحيحة .
تفوه عليك وعلى برنامجك تتجلطم عالفريقي يا مسخ تفوووووووه
باصتك في سجن غوانتانامو يا بهيم
tfouh 3likom ya kleb entom w awled moufida w moufida
عيب في شهر رمضان و عايلات ملموة و نشوفو حاجات هكة.  شىء يحشم راهو مزال اولاد و بنات عايلات موجودة
شنية هاذي.؟؟؟؟ . لا تمثل المرأة التونسية
haaaaaaaaaaaaaaaaaaaaaaaaa nendebhom
ابتذال وسفالة بدون حدود .
Ya m3alm wasel wmihmkch fli 9a3din enabro ram 5omej kifha wjzek 3and rabi
pffffff mamseth maysa
الله لاتربحكم ولا تخلصلكم وحلة!!
من كثرة مساطو رقدت
Bon ena manhebouch
إنسان لا يعرف معنى الحوار تافه 😅 👎👌
الصراحة مش لهذه الدرجة طول لسان معادش فم حشمة  مدام خساره تونس فيك
Mounefe9 befffffff
مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط
5arrreeeeeeeeeeeeeeef milla teeeefha w met5allfa
كمشة مسيخ
inseen tefahh la akther la a9al...!!:3
ماسط ماسط ماسط الى ميوصلش للعنب يقول قارص نجلاء طلعت اخبث منك
مسكينة تونس
5amja
ياسر مضروب في روحو
Mokded shili ya r5is ndadek
خامج
kamcha khab w mabna yhebo ydakhlo liblaid fi balbla jdida w nitelho bahom...",0
LGJQSDI,T bhiiima 7eta lmathal 8alet,0
15SO9GX,ممثل بأتم معني الكلمة غير الحظ ما حالفوش,1
L01HOA6,M3aaaalma,1
9G64DQ5,bravo sami el mouselsel yasser mezyane,1
NG67MZK,Patron wahra,1
P6MCMU8,jabri yessir w masit -_-,0
5HG51IM,بصراحةطيارة,1
LRPCGHZ,mamstek ti fiz,0
C85Y9MS,Rajel 3alami mafamech kifou n7ebouk barcha,1
9A0M30L,Amsset mel mssaaata meli ritou hwa badalt el 9anet,0
X9G20G7,ربي يجازيكم,1
DSZ3ROL,غالبا الجميلات الموهوبات قليلات حظ كل تقدير و الإحترام لك :/ 💝,1
II4KH7U,مريض والله,0
OV2GK2K,Barnamejj walla masset sans maya et naoufel.,0
Z26CI5U,ahla mousalsel,1
IYTYFIG,زبالة حشاكم  !!,0
AHXI448,Bravo walid yonser dinek,1
S3RDVER,Wajih ejandoubi m'en a7la elmomathlin ou tounes tetcharef bik :*,1
Z1FS22H,Mala tafahaaaaa,0
QRXW7DR,Pfff mamstek😠😈,0
EYIT0CI,kamcha rhout,0
DBRO05E,مشاءالله على صوتك وانت بكلك محلاك يا اميمة بالتوفيق انشاله,1
N08ESZ9,Aicha ta7founa w ta3jabeni bravo,1
PKG4XSQ,Masta,0
0MNMDK2,من أروع البرامج,1
A621M2T,Bjr ya 3asouuula,1
YDNXZ61,Ma7lek ye marwa mnawretna w mnawra tounes lkol rabi iba9i 3lik essetr😘,1
V9SINFN,machaa allah aliha Allah yebarek,1
1QMTI9Z,wa7dik filwahra ya amin,1
4L7HOKX,وليد التونسي احتراماتي,1
3B1JLAC,Mray7a :3,1
QEZK1G2,جهل و انحطاط اخلاقي و لا مبالاة باعراض الناس و بتقاليدنا و القيم و الثوابت التي تربينا عليها كمجتمع اسلامي محافظ لذلك فهي تستغل هذه المواضيع باعتبارها خطوط حمراء لغاية الشهرة و الفرجة لكنها لم تتوقع انقلاب السحر على الساحر.,0
UMZHXYI,"Chakib
شو هدا عار ما بعده عار
قحبة بنت قحبة
chay ya3mel il 3ar
كي نشوفو قول شفت قرد 
طالما الحصة إسمها كلام الناس و ليت شطيح الناس فأظن أن كلام الناس في هاد اليومين يصب فقط في الكارثة و الجريمة البشعة من مختل عقليا و جنسيا ضد براءة في سن الرابعة (ياسين) رحمه الله و صبر أهله. ",0
2CQVABE,"Hali jibtoiha matta kahwa arbi
يا سامي يا حيوان يا كلب ...",0
H0T9GR1,اخييييييييييت ممسطها تمثيلها مشا مع السبوعي الله يرحم,0
SZI46G0,hhhhhhhhhhhhhhhhhhhh Mé 5yebha Azà Kheir :D,0
73EU4D9,samir wafi ya m3alem,1
OLCZ76I,m3alem bader ta7iyeti mel gassarnia lkol,1
DDCG0L0,Tfouuuuuuuh 3al lemmark,0
XGT2FRU,Mo7ami mouch moteobi,0
BP0Y4X6,Bravooo,1
RWUDZ8D,نحيوا بوها الثقافة مادام هذا المنحط و امثالوا يحبوا يرتقيوا بيها و يمثلوها. لا يصلح الا قواد خلاه بوه الحنين ملقاش شكون يعطيه رضعتوا,0
UVG07FV,نكرها,0
5SS0LOZ,ماسط وفهمناهعا اما لاسط هل هي نوع من التسلط نسال لطفي العماري للاسط  متسلط متجبر على العباد,0
0E9L362,Barasmi a7ala jaw bravo,1
81W2UWN,"بصراحة من أفسد الحلقة هو أنت بتدخلاتك التافهة و التي تدل عن ضعفك في تسير الحوار 
جلطام .
مسلسل الفسق انا مقاطعتها قناة الفجور محاشتيش
هذي  ما تصلح في  شئ   تقزز ما جات شئ  :/
سكاتش هزيل وهزيل جدا كنا متواقعين سكاتش أحلى من هكا برشا
يا ملا ركاكة !!!!!!!!!!!!!
Tfouh
ena tkarahni fi ro7i kif tebda ta7ki o5ti z8ira tonta9 5ir s7i7 mezyena w naj7a mais tcha9nis yesir 3icht lbara finess  3ana ken fi tunis za3ma hya 5ir men l europe 3zizti ekbis ro7ik chway wlh terba7
بصراحة العيب موش فيك العيب في الي جابك والله عار على تونس
ماسط لاسط اللطف
Barcha 9lt torbya
كمشة ماسيخ عاملين برنامج لباس وهما موش لباس فى امخاخهم ودمهم يجرى فيه الطحين
توا  هي  قليلة  حياء  و  نزيدو نحكيو  عليها  ناقصة  لبلاد  ميوعة  أكثر  من  هكا  ...
هي نجلاء بركه لن تضيف للوسط الفني؟؟؟ هاو بلاتوات التلفزة كل مرة يتحفونا بأنواع و اشكال لا صوت لا ذات لا صفات... يعني وصلنا لمرحلة معادش عنا مواضيع مهمة الا موضوع نجلاء و الحصان؟؟؟؟؟ نقصوا مالرويق بربي و اعملونا بلاتوات مهمة تهمنا، مشاغلنا همومنا اش يزيدنا اش ينقصنا...  قالك فن!!! يا حسرة ع الفن توه فن بودورو الفن الهابط هو الي قاعد يغزو التلفزات
هالمسخ آش جيبو
احقر انسان ريت في حياتي تفوه عليه
راك ماسط راك لاسط !!
Maaaaasta
بهاطريقة نصنع الارهاب
لا يليق بهذا البرنامج  :(
يعمل العار
Raaak masiiit lasiiit  omniti mznich fehmz ech taamil fil nakkaba w elech mkalinik
jaaaaaaaahél !
Tfouh alik we ala waldik ye massakh
9adech tafha w mamsat'ha ",0
8FBFG5V,يا صطوفة يا معلم ابعثهم الكل,1
IJLNDE5,يتفرجو فيه كان لكلاب كنيش.,0
LI376A3,برافووووا وليد قلت كلمة حق وعبرت على راي نص الشعب التونسي,1
IR3JMXJ,yesir tefih w w Massit  :P Aucune relation BIL comidie: P,0
7VNBUY1,Nour ya a7la chiba hhhhhh ma7lek,1
XW3LSIS,مضروبه فروحها بالكدب تقول زايده ريشه عالبنات بفففف,0
EL56F6E,جهلول يعمل في buzz فماش ما يكبر شعبيتو تي انقرض وهف أقسم بربي هامل و سوكارجي و معظم الأساتذة عارفين هذا مستغرب كان فالأحمرة اللي عاجبتهم أفعالك انقرض نم,0
J5IPETF,الشّيب والعيب,0
QS7NENP,BRAVO Walid,1
WXDKOLP,يعطيك الصحة وليد بردتلي قلبي لبارح,1
